PH18_300000-5000000 -13.1028
PH18_300000-5000000 -8.94519
PH18_300000-5000000 -11.2196
PH18_300000-5000000 -47.8755
PH18_300000-5000000 3.91755
PH18_300000-5000000 24.0874
PH18_300000-5000000 40.5435
PH18_300000-5000000 -22.6394
PH18_300000-5000000 -7.06897
PH18_300000-5000000 35.1936
PH18_300000-5000000 31.6264
PH18_300000-5000000 -42.3582
PH18_300000-5000000 -6.62826
PH18_300000-5000000 -61.1455
PH18_300000-5000000 2.43724
PH18_300000-5000000 -47.8461
PH18_300000-5000000 44.5656
PH18_300000-5000000 2.37867
PH18_300000-5000000 -13.5973
PH18_300000-5000000 33.7506
PH18_300000-5000000 9.50807
PH18_300000-5000000 19.8278
PH18_300000-5000000 16.9529
PH18_300000-5000000 -27.7628
PH18_300000-5000000 14.1566
PH18_300000-5000000 -23.9966
PH18_300000-5000000 -35.9482
PH18_300000-5000000 -4.91074
PH18_300000-5000000 -19.3203
PH18_300000-5000000 -17.4327
PH18_300000-5000000 1.48819
PH18_300000-5000000 -30.2672
PH18_300000-5000000 -40.7274
PH18_300000-5000000 -31.5522
PH18_300000-5000000 -36.4824
PH18_300000-5000000 -11.0519
PH18_300000-5000000 17.9647
PH18_300000-5000000 -16.021
PH18_300000-5000000 23.9089
PH18_300000-5000000 -36.9608
PH18_300000-5000000 -18.6337
PH18_300000-5000000 25.9181
PH18_300000-5000000 -16.6592
PH18_300000-5000000 5.01667
PH18_300000-5000000 -7.38702
PH18_300000-5000000 -28.4839
PH18_300000-5000000 46.1394
PH18_300000-5000000 -4.98954
PH18_300000-5000000 36.8392
PH18_300000-5000000 -37.0106
PH18_300000-5000000 -22.0779
PH18_300000-5000000 -27.0318
PH18_300000-5000000 44.7015
PH18_300000-5000000 -27.0595
PH18_300000-5000000 -33.8891
PH18_300000-5000000 -23.6941
PH18_300000-5000000 -34.1815
PH18_300000-5000000 18.0218
PH18_300000-5000000 -6.98498
PH18_300000-5000000 -1.82754
PH18_300000-5000000 46.3129
PH18_300000-5000000 45.9533
PH18_300000-5000000 7.11304
PH18_300000-5000000 -29.7217
PH18_300000-5000000 -25.8863
PH18_300000-5000000 -5.5978
PH18_300000-5000000 -5.26842
PH18_300000-5000000 1.02709
PH18_300000-5000000 -0.987571
PH18_300000-5000000 -31.7269
PH18_300000-5000000 47.0957
PH18_300000-5000000 30.8176
PH18_300000-5000000 4.62532
PH18_300000-5000000 33.5736
PH18_300000-5000000 -32.9286
PH18_300000-5000000 24.9711
PH18_300000-5000000 -5.37267
PH18_300000-5000000 7.46506
PH18_300000-5000000 -55.7731
PH18_300000-5000000 -28.845
PH18_300000-5000000 -21.728
PH18_300000-5000000 -14.925
PH18_300000-5000000 22.5783
PH18_300000-5000000 -25.2461
PH18_300000-5000000 42.2678
PH18_300000-5000000 -7.47684
PH18_300000-5000000 10.8022
PH18_300000-5000000 53.6051
PH18_300000-5000000 -12.676
PH18_300000-5000000 -15.7846
PH18_300000-5000000 -38.84
